map_id,ablation,persona,success,path_length,states_explored,confusion_index,navigation_entropy,cognitive_load,aha_latency,deliberation_events,budget_exhaustion_events,peak_frustration,affordance_reactivations,affordance_guided_steps,inventory_change_events,oracle_status,oracle_success,confusion_ratio,solver_status,time_ms
D1_v1,full,explorer,1,574,573,0.3932,1.9721,0.9157,7,8,0,0.82,2,64,8,timeout,0,nan,solved,1107.89
D1_v1,no_revisit,explorer,1,632,631,0.2565,1.9879,0.4558,5,9,0,0.8692,2,97,11,timeout,0,nan,solved,1243.434
D1_v1,no_uncertainty,explorer,1,650,649,0.4773,1.9901,0.4588,5,11,0,0.8896,2,102,11,timeout,0,nan,solved,1204.807
D1_v1,no_deliberation,explorer,1,936,935,0.5344,1.979,0.4517,6,0,0,1.3353,2,96,14,timeout,0,nan,solved,1878.971
D1_v1,no_affordance,explorer,1,846,845,1.0484,1.9672,1.073,9,38,12,1.2651,0,103,6,timeout,0,nan,solved,1684.346
