method,n,fitness,feasible_search_rate,feasible_operational_rate,overall_completeness,constraint_valid_rate,key_gate_count,key_before_lock_rate,switch_gate_count,switch_before_gate_rate,battery_gate_count,battery_satisfaction_rate,linearity,leniency,progression_complexity,topology_complexity,path_length,num_nodes,path_redundancy,articulation_count,articulation_ratio,branch_count,branch_utility_rate,secret_component_count,secret_content_discoverability_rate,repair_rate,mean_generation_constraint_rejections,mean_candidate_repairs_applied,novelty_vs_reference,graph_edit_distance,generation_time_sec,evaluations_used,map_elites_coverage,map_elites_qd_score,map_elites_mean_fitness,map_elites_feature_diversity,map_elites_num_elites,fidelity_js_divergence,expressive_overlap_reference,coverage_linearity_leniency,coverage_progression_topology,coverage_redundancy_articulation,coverage_branch_secret
MAP_ELITES,96,0.3022465178341867,0.0,1.0,1.0,1.0,2.71875,1.0,0.5,0.9791666666666666,0.0625,1.0,0.34486235398951726,0.5060019841269842,0.4777987821265361,0.2997839331208627,7.8125,25.739583333333332,0.3345782978595479,10.927083333333334,0.4233243522518726,2.3958333333333335,0.9347966269841269,0.3020833333333333,1.0,1.0,0.0,0.0,0.0664529730573185,0.0769148572983007,22.201780748864014,992.0,0.05,5.0,1.0,0.11316725670746793,5.0,0.1686212906068745,0.08196721311475409,0.1225,0.03,0.155,0.015
