config,n,success_rate,solvability_rate,confusion_ratio,confusion_index,path_optimal,tile_prior_kl,graph_edit_distance,generation_time_sec,novelty,reconstruction_error,constraint_valid_rate,room_repair_rate,tiles_repaired,topology_representable_edge_rate,topology_edge_connection_recall,topology_phantom_connection_rate,topology_preservation_score,directed_representable_edge_rate,directed_edge_realization_rate,directed_directionality_leak_rate,directed_edge_preservation_score,diversity
FULL,4,1.0,0.25,1.5777777777777777,1516.5075944170771,0.15845070422535212,1.279064731476529,0.06624927703875072,164.22048610448837,0.026257869070225023,1.0,1.0,0.045454545454545456,1.0,0.4619755244755245,0.07142857142857142,0.1875,0.32128184315684316,0.15656789031402035,0.0,0.0,0.0,0.18594514995711206
NO_LOGIC,4,1.0,0.25,1.5777777777777777,1516.5075944170771,0.15845070422535212,1.279064731476529,0.06624927703875072,160.22226536273956,0.026257869070225023,1.0,1.0,0.045454545454545456,1.0,0.4619755244755245,0.07142857142857142,0.1875,0.32128184315684316,0.15656789031402035,0.0,0.0,0.0,0.18594514995711206
