config,seed,success,solvable,confusion_ratio,confusion_index,path_optimal,tile_prior_kl,graph_edit_distance,generation_time_sec,novelty,reconstruction_error,constraint_valid,room_repair_rate,tiles_repaired,topology_representable_edge_rate,topology_edge_connection_recall,topology_phantom_connection_rate,topology_preservation_score,directed_representable_edge_rate,directed_edge_realization_rate,directed_directionality_leak_rate,directed_edge_preservation_score,error
FULL,42,True,False,,0.0,0.0,13.582111728048627,0.21034090909090908,21.46311116218567,0.02818669512426208,0.0,1.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.6,0.0,0.0,0.0,0.0,
FULL,43,True,False,,0.0,0.0,13.474510416953292,0.20850267379679144,18.035611629486084,0.1560308445333468,0.0,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0,0.0,0.0,0.0,
FULL,44,True,False,,0.0,0.0,13.765323681460512,0.21034090909090908,17.594229459762573,0.028938972824517812,0.0,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0625,1.0,0.0,1.0,
FULL,45,True,False,,0.0,0.0,13.361591780710615,0.20850267379679144,16.990724802017212,0.16960635345293312,0.011363636363636364,1.0,0.0,0.0,0.4444444444444444,1.0,0.0,0.75,0.0625,1.0,0.0,1.0,
FULL,46,True,False,,0.0,0.0,13.526840526017464,0.20850267379679144,17.32974624633789,0.02824658322013872,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.7,0.0,0.0,0.0,0.0,
FULL,47,True,False,,0.0,0.0,13.646489683989028,0.20850267379679144,17.34401512145996,0.05020928245345841,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.7,0.0625,1.0,0.0,1.0,
FULL,48,True,False,,0.0,0.0,13.85176274958532,0.20850267379679144,17.42692232131958,0.029331784064027682,0.0,1.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.6,0.0,0.0,0.0,0.0,
FULL,49,True,False,,0.0,0.0,13.660526728866383,0.20850267379679144,17.316454887390137,0.04640930799637594,0.028409090909090908,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0,0.0,0.0,0.0,
FULL,50,True,False,,0.0,0.0,13.727501186595513,0.20850267379679144,17.175442457199097,0.06298327837440672,0.0,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0,0.0,0.0,0.0,
FULL,51,True,False,,0.0,0.0,13.381492483165086,0.21034090909090908,17.73891568183899,0.034735329556496226,0.0,1.0,0.0,0.0,0.4444444444444444,1.0,0.0,0.75,0.0625,1.0,0.0,1.0,
FULL,52,True,False,,0.0,0.0,13.637384901536455,0.20850267379679144,17.77147388458252,0.024868282209987505,0.0,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0,0.0,0.0,0.0,
FULL,53,True,False,,0.0,0.0,13.830703649923814,0.2124242424242424,17.180007934570312,0.028938972824517812,0.0,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0625,1.0,0.0,1.0,
