config,seed,success,solvable,confusion_ratio,confusion_index,path_optimal,tile_prior_kl,graph_edit_distance,generation_time_sec,novelty,reconstruction_error,constraint_valid,room_repair_rate,tiles_repaired,topology_representable_edge_rate,topology_edge_connection_recall,topology_phantom_connection_rate,topology_preservation_score,directed_representable_edge_rate,directed_edge_realization_rate,directed_directionality_leak_rate,directed_edge_preservation_score,raw_topology_preservation_score,raw_directed_directionality_leak_rate,raw_topology_failed,raw_topology_error_count,raw_topology_error,error
FULL,83,True,False,,717.5688622754491,0.0,0.893434771929226,0.13106060606060607,244.54620671272278,0.013125812538212238,0.21022727272727273,1.0,0.9285714285714286,136.0,0.3333333333333333,0.0,0.0,0.25,0.17391304347826086,0.0,0.0,0.0,0.25,0.0,False,0,,
FULL,84,True,False,,415.6701388888889,0.0,1.1867757605119005,0.08007246376811594,254.2696704864502,0.08030437264447143,0.21022727272727273,1.0,0.9333333333333333,226.0,0.375,0.0,0.0,0.26875000000000004,0.12,0.0,0.0,0.0,0.26875000000000004,0.0,False,0,,
FULL,85,True,False,,850.0709219858156,0.0,1.1849254401740184,0.10093240093240093,218.29282450675964,0.04624406136875945,0.2784090909090909,1.0,0.9230769230769231,168.0,0.46153846153846156,0.0,0.0,0.3076923076923077,0.09523809523809523,0.0,0.0,0.0,0.3076923076923077,0.0,False,0,,
FULL,86,True,False,,1394.360465116279,0.0,1.284465242392968,0.04920389208314905,215.1264729499817,0.03633247440649097,0.18181818181818182,1.0,1.0,208.0,0.4,0.125,0.2,0.31625000000000003,0.06060606060606061,0.0,0.0,0.0,0.31625000000000003,0.0,False,0,,
FULL,87,True,False,,274.2316513761468,0.0,1.3198333037933803,0.09311942959001782,297.31441617012024,0.04778373262966411,0.26704545454545453,1.0,1.0,352.0,0.47058823529411764,0.0,0.0,0.31176470588235294,0.07142857142857142,0.0,0.0,0.0,0.31176470588235294,0.0,False,0,,
FULL,88,True,False,,2607.717391304348,0.0,1.2804021976258124,0.07749999999999999,193.87466096878052,0.035693737210546625,0.21022727272727273,1.0,1.0,75.0,0.6363636363636364,0.2857142857142857,0.0,0.5149350649350649,0.17647058823529413,0.0,0.0,0.0,0.5149350649350649,0.0,False,0,,
FULL,89,True,False,,471.4448818897638,0.0,1.3631302784476667,0.0738095238095238,409.8454759120941,0.12745789779151573,0.1590909090909091,1.0,1.0,123.0,0.5384615384615384,0.0,0.0,0.3423076923076923,0.19047619047619047,0.0,0.0,0.0,0.3423076923076923,0.0,False,0,,
FULL,90,True,True,,982.6147540983607,0.0,1.2829405760055355,0.2405050505050505,170.36864757537842,0.09547404873832635,0.19886363636363635,1.0,0.8888888888888888,79.0,0.5555555555555556,0.4,0.0,0.53,0.25,0.3333333333333333,1.0,0.0,0.53,1.0,False,0,,
FULL,91,True,False,,1120.5046728971963,0.0,1.1546161864197706,0.1025,204.98871159553528,0.04474274755418575,0.25,1.0,1.0,116.0,0.6,0.3333333333333333,0.2,0.5,0.17391304347826086,0.25,0.0,0.25,0.5,0.0,False,0,,
FULL,92,True,False,,2607.717391304348,0.0,1.1120517718010998,0.10333333333333333,222.02277851104736,0.0869332713344158,0.20454545454545456,1.0,1.0,191.0,0.3125,0.2,0.2,0.31062500000000004,0.12,0.0,0.0,0.0,0.31062500000000004,0.0,False,0,,
FULL,93,True,False,,627.2774869109948,0.0,1.2545025321197925,0.10586834733893558,265.58184933662415,0.0228360896308636,0.26704545454545453,1.0,1.0,333.0,0.4117647058823529,0.2857142857142857,0.0,0.41386554621848737,0.07407407407407407,0.0,0.0,0.0,0.41386554621848737,0.0,False,0,,
FULL,94,True,False,,943.8897637795276,0.0,0.9984976126049145,0.1088095238095238,240.18571043014526,0.04251405887476349,0.11931818181818182,1.0,1.0,239.0,0.4,0.16666666666666666,0.16666666666666666,0.3383333333333334,0.12,0.0,0.0,0.0,0.3383333333333334,0.0,False,0,,
