method,n,fitness,feasible_search_rate,feasible_operational_rate,overall_completeness,constraint_valid_rate,key_gate_count,key_before_lock_rate,switch_gate_count,switch_before_gate_rate,battery_gate_count,battery_satisfaction_rate,linearity,leniency,progression_complexity,topology_complexity,path_length,num_nodes,path_redundancy,articulation_count,articulation_ratio,branch_count,branch_utility_rate,secret_component_count,secret_content_discoverability_rate,repair_rate,mean_generation_constraint_rejections,mean_candidate_repairs_applied,novelty_vs_reference,graph_edit_distance,generation_time_sec,evaluations_used,fidelity_js_divergence,expressive_overlap_reference,coverage_linearity_leniency,coverage_progression_topology,coverage_redundancy_articulation,coverage_branch_secret
MAP_ELITES,64,0.2506802007516817,0.0,1.0,1.0,1.0,3.0625,1.0,0.578125,0.96875,0.140625,1.0,0.315397757718299,0.5834077380952382,0.46673642310083985,0.2978638161515002,7.796875,28.21875,0.290177921037296,13.484375,0.4691013486603692,2.453125,0.9583333333333334,0.328125,1.0,1.0,0.0,0.0,0.07055231396890035,0.07650012136909135,11.708730265498161,484.0,0.18535950320937028,0.12962962962962962,0.11,0.0275,0.12,0.01
