config,seed,success,solvable,confusion_ratio,confusion_index,path_optimal,tile_prior_kl,graph_edit_distance,generation_time_sec,novelty,reconstruction_error,constraint_valid,room_repair_rate,tiles_repaired,topology_representable_edge_rate,topology_edge_connection_recall,topology_phantom_connection_rate,topology_preservation_score,directed_representable_edge_rate,directed_edge_realization_rate,directed_directionality_leak_rate,directed_edge_preservation_score,raw_topology_preservation_score,raw_directed_directionality_leak_rate,raw_topology_failed,raw_topology_error_count,raw_topology_error,error
FULL,42,True,False,,378.75949367088606,0.0,1.5012070615768784,0.10403846153846154,75.02524280548096,0.11049507097385035,0.19318181818181818,1.0,0.9230769230769231,92.0,0.3333333333333333,0.25,0.2857142857142857,0.33392857142857146,0.10526315789473684,0.0,0.0,0.0,0.33392857142857146,0.0,False,0,,
FULL,43,True,False,,279.38317757009344,0.0,1.4866608991113717,0.27550505050505053,54.77014708518982,0.10129184744679187,0.11363636363636363,1.0,0.7777777777777778,115.0,0.875,0.5714285714285714,0.0,0.7508928571428571,0.5,0.4,1.0,0.0,0.7508928571428571,1.0,False,0,,
