config,seed,success,solvable,confusion_ratio,confusion_index,path_optimal,tile_prior_kl,graph_edit_distance,generation_time_sec,novelty,reconstruction_error,constraint_valid,room_repair_rate,tiles_repaired,topology_representable_edge_rate,topology_edge_connection_recall,topology_phantom_connection_rate,topology_preservation_score,directed_representable_edge_rate,directed_edge_realization_rate,directed_directionality_leak_rate,directed_edge_preservation_score,error
FULL,42,True,False,,0.0,0.0,5.780430756695978,0.21034090909090908,21.13626742362976,0.02818669512426208,0.005681818181818182,1.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.6,0.0,0.0,0.0,0.0,
FULL,43,True,False,,0.0,0.0,5.6643282236948655,0.20850267379679144,17.963459491729736,0.1560308445333468,0.022727272727272728,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0,0.0,0.0,0.0,
FULL,44,True,False,,0.0,0.0,5.832374461010291,0.21034090909090908,17.85032081604004,0.028938972824517812,0.017045454545454544,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0625,1.0,0.0,1.0,
FULL,45,True,False,,0.0,0.0,5.456727052060273,0.20850267379679144,16.97709369659424,0.16960635345293312,0.056818181818181816,1.0,0.0,0.0,0.4444444444444444,1.0,0.0,0.75,0.0625,1.0,0.0,1.0,
FULL,46,True,False,,0.0,0.0,5.88737321401695,0.20850267379679144,17.042165994644165,0.02824658322013872,0.005681818181818182,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.7,0.0,0.0,0.0,0.0,
FULL,47,True,False,,0.0,0.0,5.965715528432043,0.20850267379679144,17.032116889953613,0.05020928245345841,0.045454545454545456,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.7,0.0625,1.0,0.0,1.0,
FULL,48,True,False,,0.0,0.0,5.856017976499392,0.20850267379679144,17.56003737449646,0.029331784064027682,0.017045454545454544,1.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.6,0.0,0.0,0.0,0.0,
FULL,49,True,False,,0.0,0.0,5.868501694698316,0.20850267379679144,17.330731868743896,0.04640930799637594,0.045454545454545456,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0,0.0,0.0,0.0,
FULL,50,True,False,,0.0,0.0,5.930341811616576,0.20850267379679144,17.304078817367554,0.06298327837440672,0.03409090909090909,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0,0.0,0.0,0.0,
FULL,51,True,False,,0.0,0.0,5.522328751634074,0.21034090909090908,17.81453275680542,0.034735329556496226,0.022727272727272728,1.0,0.0,0.0,0.4444444444444444,1.0,0.0,0.75,0.0625,1.0,0.0,1.0,
FULL,52,True,False,,0.0,0.0,5.7324327135022175,0.20850267379679144,17.88359308242798,0.024868282209987505,0.017045454545454544,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0,0.0,0.0,0.0,
FULL,53,True,False,,0.0,0.0,5.788015123668293,0.2124242424242424,17.970879793167114,0.028938972824517812,0.05113636363636364,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0625,1.0,0.0,1.0,
