config,n,success_rate,solvability_rate,confusion_ratio,confusion_index,path_optimal,tile_prior_kl,graph_edit_distance,generation_time_sec,novelty,reconstruction_error,constraint_valid_rate,room_repair_rate,tiles_repaired,topology_representable_edge_rate,topology_edge_connection_recall,topology_phantom_connection_rate,topology_preservation_score,directed_representable_edge_rate,directed_edge_realization_rate,directed_directionality_leak_rate,directed_edge_preservation_score,diversity
FULL,4,1.0,0.5,1.9006892230576442,2641.114072690768,0.26670476525408826,1.164142500445284,0.11383971291866027,279.89013200998306,0.06691474047290939,0.15909090909090912,1.0,0.8795454545454546,95.5,0.6458333333333334,0.10416666666666666,0.0,0.4375,0.1882591093117409,0.0,0.0,0.0,0.07008871774919938
