method,seed,room_count,target_curve_len,generation_time_sec,eval_budget,evaluations_used,fitness,feasible_search,feasible_operational,constraint_violation,overall_completeness,constraint_valid,linearity,leniency,progression_complexity,topology_complexity,key_gate_count,key_before_lock_rate,switch_gate_count,switch_before_gate_rate,battery_gate_count,battery_satisfaction_rate,path_length,num_nodes,num_edges,path_redundancy,articulation_count,articulation_ratio,branch_count,branch_utility_rate,secret_component_count,secret_content_discoverability_rate,repair_applied,total_repairs,generation_constraint_rejections,candidate_repairs_applied,novelty_vs_reference,graph_edit_distance
RANDOM,42,24,24,17.808939933776855,1024,1024,0.18369524059173511,0.0,1.0,1.3133927611294804,1.0,1.0,0.17391304347826086,0.5,0.47000048936570676,0.2983886693017128,2.0,1.0,1.0,1.0,0.0,1.0,3.0,23.0,42.0,0.3333333333333333,7.0,0.30434782608695654,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08964958953767745,0.08524844720496894
RANDOM,43,29,29,18.84663462638855,1024,1024,0.1892316925194687,0.0,1.0,1.6982031780873272,1.0,1.0,0.3076923076923077,0.5,0.48410402930402935,0.33181684981684983,2.0,1.0,1.0,1.0,0.0,1.0,3.0,13.0,21.0,0.0,6.0,0.46153846153846156,1.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.04759473174237876,0.1032051282051282
RANDOM,44,21,21,15.094214677810669,1024,1024,0.19864641437277625,0.0,1.0,1.6329423652401025,1.0,1.0,0.2857142857142857,0.5,0.4750424908424909,0.32311904761904764,2.0,1.0,1.0,0.0,0.0,1.0,3.0,14.0,24.0,0.0,6.0,0.42857142857142855,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.059397270346389995,0.12047619047619047
RANDOM,45,26,26,18.21589970588684,1024,1024,0.20073652821196017,0.0,1.0,1.6090829210200157,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4919991341991342,0.3258095238095238,2.0,1.0,1.0,1.0,0.0,1.0,3.0,12.0,21.0,0.0,4.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.06051957611930442,0.07777777777777778
RANDOM,46,21,21,15.40230941772461,1024,1024,0.2232507201981856,0.0,0.0,1.125644036437009,0.75,1.0,0.19047619047619047,0.5,0.46919523809523817,0.3365128205128205,2.0,1.0,1.0,1.0,0.0,1.0,3.0,21.0,39.0,0.0,4.0,0.19047619047619047,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06932769547869297,0.0848343685300207
RANDOM,47,26,26,19.445027828216553,1024,1024,0.211908038529509,0.0,0.0,1.3648586223521726,0.75,1.0,0.2857142857142857,1.0,0.4850710622710623,0.3039047619047619,2.0,1.0,0.0,1.0,0.0,1.0,3.0,14.0,21.0,0.0,5.0,0.35714285714285715,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.02383101128726467,0.12738095238095237
RANDOM,48,33,33,17.820688724517822,1024,1024,0.19257944594713342,0.0,1.0,1.6979551014711434,1.0,1.0,0.3333333333333333,0.5,0.4913562770562771,0.34009523809523806,2.0,1.0,0.0,1.0,0.0,1.0,3.0,12.0,21.0,0.0,3.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.03476022104700895,0.07777777777777778
RANDOM,49,24,24,17.431089401245117,1024,1024,0.2702429334931833,0.0,1.0,1.2154414395290083,1.0,1.0,0.25,1.0,0.4750452380952382,0.29585714285714293,2.0,1.0,0.0,1.0,0.0,1.0,3.0,16.0,28.0,0.3333333333333333,4.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0420263074841943,0.06916666666666667
RANDOM,50,19,19,12.141665697097778,1024,1024,0.21398507776094647,0.0,1.0,1.634625558771965,1.0,1.0,0.3333333333333333,0.5,0.4771848484848485,0.3203809523809524,2.0,1.0,1.0,1.0,0.0,1.0,3.0,12.0,21.0,0.0,5.0,0.4166666666666667,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.03673544296918152,0.0763157894736842
RANDOM,51,32,32,17.964641332626343,1024,1024,0.22063023128495346,0.0,0.0,0.9919791412560742,0.75,1.0,0.19047619047619047,0.5,0.4969771196283392,0.4304552845528456,2.0,1.0,1.0,1.0,0.0,1.0,3.0,21.0,41.0,0.0,3.0,0.14285714285714285,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.028139284083628705,0.06915584415584415
RANDOM,52,33,33,17.62435030937195,1024,1024,0.19163780020495336,0.0,1.0,1.712795860925583,1.0,1.0,0.3333333333333333,1.0,0.4901848484848485,0.3345,2.0,1.0,0.0,1.0,0.0,1.0,3.0,12.0,20.0,0.0,4.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.016452060356703956,0.05714285714285714
RANDOM,53,31,31,17.821309566497803,1024,1024,0.18230909443496288,0.0,1.0,1.6801675541191146,1.0,1.0,0.26666666666666666,1.0,0.4799018315018315,0.34602930402930404,2.0,1.0,0.0,1.0,0.0,1.0,3.0,15.0,26.0,0.3333333333333333,3.0,0.2,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.03995033403427404,0.06749999999999999
RANDOM,54,29,29,17.53404951095581,1024,1024,0.1903677362969468,0.0,1.0,1.7026154158681928,1.0,1.0,0.2857142857142857,1.0,0.4742077082337952,0.3171552795031056,2.0,1.0,0.0,1.0,0.0,1.0,3.0,14.0,23.0,0.0,5.0,0.35714285714285715,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.025436092865760297,0.13214285714285715
RANDOM,55,31,31,18.96762204170227,1024,1024,0.18685704483630275,0.0,1.0,1.7026154158681928,1.0,1.0,0.2857142857142857,0.5,0.47701391941391946,0.3474857142857143,2.0,1.0,0.0,1.0,0.0,1.0,3.0,14.0,25.0,0.0,3.0,0.21428571428571427,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.059868265655056804,0.10772727272727271
