method,n,fitness,feasible_search_rate,feasible_operational_rate,overall_completeness,constraint_valid_rate,key_gate_count,key_before_lock_rate,switch_gate_count,switch_before_gate_rate,battery_gate_count,battery_satisfaction_rate,linearity,leniency,progression_complexity,topology_complexity,path_length,num_nodes,path_redundancy,articulation_count,articulation_ratio,branch_count,branch_utility_rate,secret_component_count,secret_content_discoverability_rate,repair_rate,mean_generation_constraint_rejections,mean_candidate_repairs_applied,novelty_vs_reference,graph_edit_distance,generation_time_sec,evaluations_used,map_elites_coverage,map_elites_qd_score,map_elites_mean_fitness,map_elites_feature_diversity,map_elites_num_elites,fidelity_js_divergence,expressive_overlap_reference,coverage_linearity_leniency,coverage_progression_topology,coverage_redundancy_articulation,coverage_branch_secret
RANDOM,128,0.20569000633375506,0.0,0.859375,0.96484375,1.0,2.15625,1.0,0.2265625,0.9921875,0.0234375,1.0,0.26735611043205754,0.7373697916666666,0.4806529189095227,0.32986950108423724,3.0,16.296875,0.0546875,5.4765625,0.3355606503639142,1.03125,1.0,0.3828125,1.0,0.0,4.609375,0.0,0.05242437051510045,0.08581632331997847,17.58214177377522,1024.0,0.04,4.0,1.0,0.12651680694331924,4.0,0.23745864439666003,0.1,0.0675,0.0175,0.045,0.0025
