config,n,success_rate,solvability_rate,confusion_ratio,confusion_index,path_optimal,tile_prior_kl,graph_edit_distance,generation_time_sec,novelty,reconstruction_error,constraint_valid_rate,room_repair_rate,tiles_repaired,topology_representable_edge_rate,topology_edge_connection_recall,topology_phantom_connection_rate,topology_preservation_score,directed_representable_edge_rate,directed_edge_realization_rate,directed_directionality_leak_rate,directed_edge_preservation_score,diversity
FULL,2,1.0,0.0,,0.0,0.0,3.433838015294785,0.2385857524828113,11.76352345943451,0.13125110914970337,0.8721590909090908,1.0,0.13392857142857142,169.0,0.35416666666666663,1.0,0.5,0.659375,0.03333333333333333,0.5,0.0,0.5,0.1767567621995737
TOPO_LIGHTWEIGHT,2,1.0,0.0,,0.0,0.0,4.867655006287281,0.2385857524828113,9.916807413101196,0.13125110914970337,0.7954545454545454,1.0,0.0,0.0,0.35416666666666663,1.0,0.5,0.659375,0.03333333333333333,0.5,0.0,0.5,0.1767567621995737
