config,seed,success,solvable,confusion_ratio,confusion_index,path_optimal,tile_prior_kl,graph_edit_distance,generation_time_sec,novelty,reconstruction_error,constraint_valid,room_repair_rate,tiles_repaired,topology_representable_edge_rate,topology_edge_connection_recall,topology_phantom_connection_rate,topology_preservation_score,directed_representable_edge_rate,directed_edge_realization_rate,directed_directionality_leak_rate,directed_edge_preservation_score,error
FULL,42,True,False,,0.0,0.0,6.533938421121943,0.21034090909090908,19.133601665496826,0.02818669512426208,0.011363636363636364,1.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.6,0.0,0.0,0.0,0.0,
FULL,43,True,False,,0.0,0.0,6.307469589750905,0.20850267379679144,16.113932609558105,0.1560308445333468,0.0,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0,0.0,0.0,0.0,
FULL,44,True,False,,0.0,0.0,6.632730792003957,0.21034090909090908,15.985864639282227,0.028938972824517812,0.017045454545454544,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0625,1.0,0.0,1.0,
FULL,45,True,False,,0.0,0.0,6.330062907237582,0.20850267379679144,15.573097229003906,0.16960635345293312,0.005681818181818182,1.0,0.0,0.0,0.4444444444444444,1.0,0.0,0.75,0.0625,1.0,0.0,1.0,
FULL,46,True,False,,0.0,0.0,6.62475988029663,0.20850267379679144,16.00274395942688,0.02824658322013872,0.011363636363636364,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.7,0.0,0.0,0.0,0.0,
FULL,47,True,False,,0.0,0.0,6.8290152588300375,0.20850267379679144,15.803200721740723,0.05020928245345841,0.011363636363636364,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.7,0.0625,1.0,0.0,1.0,
FULL,48,True,False,,0.0,0.0,6.537910626032475,0.20850267379679144,15.727612018585205,0.029331784064027682,0.011363636363636364,1.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.6,0.0,0.0,0.0,0.0,
FULL,49,True,False,,0.0,0.0,6.814925156723411,0.20850267379679144,15.97625207901001,0.04640930799637594,0.005681818181818182,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0,0.0,0.0,0.0,
FULL,50,True,False,,0.0,0.0,6.731342076155314,0.20850267379679144,15.694777488708496,0.06298327837440672,0.022727272727272728,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0,0.0,0.0,0.0,
FULL,51,True,False,,0.0,0.0,6.229733007431209,0.21034090909090908,16.15643000602722,0.034735329556496226,0.005681818181818182,1.0,0.0,0.0,0.4444444444444444,1.0,0.0,0.75,0.0625,1.0,0.0,1.0,
FULL,52,True,False,,0.0,0.0,6.4421356504771605,0.20850267379679144,15.813551187515259,0.024868282209987505,0.005681818181818182,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0,0.0,0.0,0.0,
FULL,53,True,False,,0.0,0.0,6.510837669346307,0.2124242424242424,16.055396556854248,0.028938972824517812,0.005681818181818182,1.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.65,0.0625,1.0,0.0,1.0,
