method,seed,room_count,target_curve_len,generation_time_sec,eval_budget,evaluations_used,fitness,feasible_search,feasible_operational,constraint_violation,overall_completeness,constraint_valid,linearity,leniency,progression_complexity,topology_complexity,key_gate_count,key_before_lock_rate,switch_gate_count,switch_before_gate_rate,battery_gate_count,battery_satisfaction_rate,path_length,num_nodes,num_edges,path_redundancy,articulation_count,articulation_ratio,branch_count,branch_utility_rate,secret_component_count,secret_content_discoverability_rate,repair_applied,total_repairs,generation_constraint_rejections,candidate_repairs_applied,novelty_vs_reference,graph_edit_distance
MAP_ELITES,42,24,24,4.8748650550842285,128,112,0.17910042169221,0.0,1.0,1.5530695471554314,1.0,1.0,0.24390243902439024,0.3333333333333333,0.4560800431314173,0.2853778770182068,4.0,1.0,4.0,1.0,1.0,1.0,9.0,41.0,71.0,0.6666666666666666,20.0,0.4878048780487805,2.0,1.0,1.0,1.0,1.0,49.0,0.0,0.0,0.08892803030711684,0.07449856115883298
MAP_ELITES,43,29,29,3.2192506790161133,128,112,0.0473673371780272,0.0,1.0,2.553391525294799,1.0,1.0,0.14814814814814814,1.0,0.3162133779264214,0.23190499194847022,2.0,1.0,1.0,0.0,0.0,1.0,3.0,27.0,46.0,0.0,19.0,0.7037037037037037,1.0,1.0,0.0,1.0,1.0,39.0,0.0,0.0,0.1297967856531831,0.07862903225806452
MAP_ELITES,44,21,21,3.3461997509002686,128,112,0.25136498518805944,0.0,1.0,1.0602816161276738,1.0,1.0,0.19047619047619047,1.0,0.3315531531531532,0.2915675675675676,2.0,1.0,0.0,1.0,0.0,1.0,3.0,21.0,37.0,0.0,12.0,0.5714285714285714,1.0,1.0,0.0,1.0,1.0,45.0,0.0,0.0,0.10460017274579074,0.08487190197716513
