method,n,fitness,feasible_search_rate,feasible_operational_rate,overall_completeness,constraint_valid_rate,key_gate_count,key_before_lock_rate,switch_gate_count,switch_before_gate_rate,battery_gate_count,battery_satisfaction_rate,linearity,leniency,progression_complexity,topology_complexity,path_length,num_nodes,path_redundancy,articulation_count,articulation_ratio,branch_count,branch_utility_rate,secret_component_count,secret_content_discoverability_rate,repair_rate,mean_generation_constraint_rejections,mean_candidate_repairs_applied,novelty_vs_reference,graph_edit_distance,generation_time_sec,evaluations_used,fidelity_js_divergence,expressive_overlap_reference,coverage_linearity_leniency,coverage_progression_topology,coverage_redundancy_articulation,coverage_branch_secret
MAP_ELITES,3,0.15927758135276554,0.0,1.0,1.0,1.0,2.6666666666666665,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,0.19417559254957628,0.7777777777777777,0.3679488580703307,0.26961681217808153,5.0,29.666666666666668,0.2222222222222222,17.0,0.5876457177270186,1.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.10777499623536356,0.0793331651313542,3.8134384950002036,112.0,0.4871998469536095,0.0,0.0075,0.0075,0.0075,0.0025
