config,n,success_rate,solvability_rate,confusion_ratio,confusion_index,path_optimal,tile_prior_kl,graph_edit_distance,generation_time_sec,novelty,reconstruction_error,constraint_valid_rate,room_repair_rate,tiles_repaired,topology_representable_edge_rate,topology_edge_connection_recall,topology_phantom_connection_rate,topology_preservation_score,directed_representable_edge_rate,directed_edge_realization_rate,directed_directionality_leak_rate,directed_edge_preservation_score,diversity
FULL,1,1.0,0.0,,0.0,0.0,3.181021561194663,0.26866883116883117,27.25138545036316,0.18720679903087667,0.7215909090909091,1.0,0.14285714285714285,172.0,0.375,1.0,1.0,0.61875,0.06666666666666667,1.0,0.0,1.0,0.0
TOPO_LIGHTWEIGHT,1,1.0,0.0,,0.0,0.0,2.435912272203114,0.26866883116883117,22.021209955215454,0.18720679903087667,0.9318181818181818,1.0,0.7142857142857143,706.0,0.375,1.0,1.0,0.61875,0.06666666666666667,1.0,0.0,1.0,0.0
